Order_ID,Company,City,Customer_Age,Order_Value,Delivery_Time_Min,Distance_Km,Items_Count,Product_Category,Payment_Method,Customer_Rating,Discount_Applied,Delivery_Partner_Rating,Order_Timestamp,Order_Hour,Order_DayOfWeek,Order_Month,Order_Quarter,Mumbai_Zone,Dark_Store_ID,Pincode,Rider_ID,Delivery_Cost,Discount_Amount,Discount_Pct,COGS_Proxy,COGS_Amount,Profit,Profit_Margin_Pct,Is_Peak_Hour,Basket_Size_Tier,Churn_Risk_Flag,Is_On_Time,Stockout_Risk,Is_Loss_Making,Is_Long_Distance
1706949,Blinkit,Mumbai,23,50,18,13.8,14,Fruits & Vegetables,Cash on Delivery,3,1,3,2023-06-24 14:47:54,14,Saturday,2023-06,2023Q2,Dadar,DS_008,400014,R_199,170.6,2.72,5.4,0.68,34.0,-157.32,-314.64,False,Large,False,False,False,True,True
1275829,Blinkit,Mumbai,25,50,20,12.5,2,Fruits & Vegetables,Wallet,3,1,4,2023-06-24 14:59:08,14,Saturday,2023-06,2023Q2,Thane,DS_004,400601,R_089,155.0,14.3,28.6,0.68,34.0,-153.3,-306.6,False,Small,False,False,False,True,True
1981057,Blinkit,Mumbai,50,187,14,4.2,10,Snacks,UPI,5,0,4,2023-06-24 15:10:21,15,Saturday,2023-06,2023Q2,Powai,DS_003,400076,R_069,55.4,0.0,0.0,0.48,89.76,41.84,22.37,False,Large,False,True,False,False,False
1192250,Zepto,Mumbai,28,846,8,6.2,8,Household,Debit Card,3,0,4,2023-06-24 15:36:07,15,Saturday,2023-06,2023Q2,Bandra,DS_002,400050,R_039,79.4,0.0,0.0,0.45,380.7,385.9,45.61,False,Large,False,True,False,False,True
1420637,Blinkit,Mumbai,46,670,15,6.5,17,Beverages,Debit Card,5,1,3,2023-06-24 15:50:36,15,Saturday,2023-06,2023Q2,Malad,DS_007,400064,R_175,83.0,106.5,15.9,0.55,368.5,112.0,16.72,False,Large,False,True,False,False,True
1435773,Blinkit,Mumbai,46,449,16,9.1,13,Household,Credit Card,4,0,5,2023-06-24 15:58:11,15,Saturday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_228,114.2,0.0,0.0,0.45,202.05,132.75,29.57,False,Large,False,False,False,False,True
1366865,Blinkit,Mumbai,37,1127,17,8.7,1,Groceries,Cash on Delivery,2,1,5,2023-06-24 17:02:44,17,Saturday,2023-06,2023Q2,Kurla,DS_005,400070,R_124,109.4,107.57,9.5,0.65,732.55,177.48,15.75,False,Small,True,False,False,False,True
1100745,Zepto,Mumbai,56,1189,8,1.9,1,Personal Care,Cash on Delivery,2,1,4,2023-06-24 17:21:22,17,Saturday,2023-06,2023Q2,Andheri,DS_001,400053,R_022,27.8,176.25,14.8,0.38,451.82,533.13,44.84,False,Small,True,True,False,False,False
1517355,Blinkit,Mumbai,57,1325,15,7.2,13,Dairy,Wallet,4,1,4,2023-06-24 18:15:01,18,Saturday,2023-06,2023Q2,Kurla,DS_005,400070,R_121,91.4,346.42,26.1,0.62,821.5,65.68,4.96,False,Large,False,True,False,False,True
1279488,Blinkit,Mumbai,38,512,18,13.0,11,Dairy,Credit Card,4,0,3,2023-06-24 18:43:48,18,Saturday,2023-06,2023Q2,Malad,DS_007,400064,R_160,161.0,0.0,0.0,0.62,317.44,33.56,6.55,False,Large,False,False,False,False,True
1733284,Zepto,Mumbai,56,333,15,14.3,10,Personal Care,Debit Card,2,1,4,2023-06-24 20:05:56,20,Saturday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_248,176.6,78.32,23.5,0.38,126.54,-48.46,-14.55,True,Large,True,True,False,True,True
1268399,Blinkit,Mumbai,24,262,14,6.9,8,Household,Debit Card,4,0,3,2023-06-24 20:36:27,20,Saturday,2023-06,2023Q2,Andheri,DS_001,400053,R_021,87.8,0.0,0.0,0.45,117.9,56.3,21.49,True,Large,False,True,False,False,True
1639920,Blinkit,Mumbai,22,276,14,4.6,4,Personal Care,UPI,3,1,3,2023-06-24 20:40:06,20,Saturday,2023-06,2023Q2,Andheri,DS_001,400053,R_014,60.2,40.27,14.6,0.38,104.88,70.65,25.6,True,Medium,False,True,False,False,True
1361708,Blinkit,Mumbai,32,611,16,10.6,9,Fruits & Vegetables,UPI,4,0,4,2023-06-24 20:49:01,20,Saturday,2023-06,2023Q2,Andheri,DS_001,400053,R_012,132.2,0.0,0.0,0.68,415.48,63.32,10.36,True,Large,False,False,False,False,True
1537148,Zepto,Mumbai,32,488,15,12.8,13,Household,UPI,5,1,4,2023-06-24 21:41:18,21,Saturday,2023-06,2023Q2,Powai,DS_003,400076,R_070,158.6,88.77,18.2,0.45,219.6,21.03,4.31,True,Large,False,True,False,False,True
1756044,Blinkit,Mumbai,53,973,14,2.9,5,Personal Care,Wallet,4,1,4,2023-06-24 21:52:03,21,Saturday,2023-06,2023Q2,Powai,DS_003,400076,R_066,39.8,237.68,24.4,0.38,369.74,325.78,33.48,True,Medium,False,True,False,False,False
1545824,Zepto,Mumbai,22,51,11,6.1,1,Beverages,UPI,4,0,3,2023-06-24 21:55:55,21,Saturday,2023-06,2023Q2,Powai,DS_003,400076,R_053,78.2,0.0,0.0,0.55,28.05,-55.25,-108.33,True,Small,False,True,False,True,True
1808005,Blinkit,Mumbai,26,794,16,6.1,6,Personal Care,Credit Card,2,0,4,2023-06-25 06:18:47,6,Sunday,2023-06,2023Q2,Juhu,DS_009,400049,R_207,78.2,0.0,0.0,0.38,301.72,414.08,52.15,False,Medium,True,False,False,False,True
1972923,Blinkit,Mumbai,41,50,16,9.0,11,Household,Credit Card,2,0,4,2023-06-25 07:51:55,7,Sunday,2023-06,2023Q2,Kurla,DS_005,400070,R_123,113.0,0.0,0.0,0.45,22.5,-85.5,-171.0,False,Large,True,False,False,True,True
1916870,Blinkit,Mumbai,47,590,18,9.4,5,Fruits & Vegetables,Credit Card,2,1,3,2023-06-25 08:10:57,8,Sunday,2023-06,2023Q2,Kurla,DS_005,400070,R_114,117.8,103.6,17.6,0.68,401.2,-32.6,-5.53,False,Medium,True,False,False,True,True
1434277,Blinkit,Mumbai,53,341,12,3.5,15,Beverages,Credit Card,3,0,5,2023-06-25 08:12:22,8,Sunday,2023-06,2023Q2,Thane,DS_004,400601,R_097,47.0,0.0,0.0,0.55,187.55,106.45,31.22,False,Large,False,True,False,False,False
1591805,Blinkit,Mumbai,34,624,15,7.4,14,Dairy,Debit Card,3,1,3,2023-06-25 08:25:37,8,Sunday,2023-06,2023Q2,Juhu,DS_009,400049,R_224,93.8,88.74,14.2,0.62,386.88,54.58,8.75,False,Large,False,True,False,False,True
1594646,Blinkit,Mumbai,55,256,18,13.7,16,Personal Care,Debit Card,2,0,4,2023-06-25 09:51:30,9,Sunday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_250,169.4,0.0,0.0,0.38,97.28,-10.68,-4.17,False,Large,True,False,False,True,True
1252342,Zepto,Mumbai,53,659,9,3.4,8,Snacks,Credit Card,4,1,4,2023-06-25 10:14:02,10,Sunday,2023-06,2023Q2,Andheri,DS_001,400053,R_003,45.8,90.86,13.8,0.48,316.32,206.02,31.26,False,Large,False,True,False,False,False
1491799,Zepto,Mumbai,27,876,9,2.7,14,Fruits & Vegetables,UPI,2,1,5,2023-06-25 13:04:22,13,Sunday,2023-06,2023Q2,Thane,DS_004,400601,R_094,37.4,170.56,19.5,0.68,595.68,72.36,8.26,True,Large,True,True,False,False,False
1827426,Blinkit,Mumbai,28,1534,14,4.7,13,Groceries,Debit Card,4,1,5,2023-06-25 15:15:29,15,Sunday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_232,61.4,184.67,12.0,0.65,997.1,290.83,18.96,False,Large,False,True,False,False,True
1391597,Zepto,Mumbai,46,1120,10,10.7,13,Snacks,Cash on Delivery,4,1,4,2023-06-25 16:49:17,16,Sunday,2023-06,2023Q2,Dadar,DS_008,400014,R_183,133.4,66.38,5.9,0.48,537.6,382.62,34.16,False,Large,False,True,False,False,True
1447958,Zepto,Mumbai,34,429,5,2.5,2,Groceries,Wallet,5,1,5,2023-06-25 17:06:46,17,Sunday,2023-06,2023Q2,Thane,DS_004,400601,R_096,35.0,38.02,8.9,0.65,278.85,77.13,17.98,False,Small,False,True,False,False,False
1151114,Zepto,Mumbai,37,1053,6,1.2,16,Dairy,Debit Card,2,1,3,2023-06-25 19:04:19,19,Sunday,2023-06,2023Q2,Bandra,DS_002,400050,R_036,19.4,273.53,26.0,0.62,652.86,107.21,10.18,True,Large,True,True,False,False,False
1786776,Zepto,Mumbai,36,882,9,8.3,12,Groceries,Wallet,2,0,5,2023-06-25 19:40:28,19,Sunday,2023-06,2023Q2,Bandra,DS_002,400050,R_032,104.6,0.0,0.0,0.65,573.3,204.1,23.14,True,Large,True,True,True,False,True
1549325,Blinkit,Mumbai,25,769,22,14.9,11,Dairy,Wallet,3,1,3,2023-06-25 20:10:05,20,Sunday,2023-06,2023Q2,Kurla,DS_005,400070,R_110,183.8,234.65,30.5,0.62,476.78,-126.23,-16.41,True,Large,False,False,True,True,True
1047088,Blinkit,Mumbai,47,722,18,8.5,4,Household,Debit Card,5,1,3,2023-06-25 20:42:39,20,Sunday,2023-06,2023Q2,Kurla,DS_005,400070,R_115,107.0,238.1,33.0,0.45,324.9,52.0,7.2,True,Medium,False,False,False,False,True
1786531,Zepto,Mumbai,23,789,15,12.5,13,Fruits & Vegetables,Wallet,4,0,5,2023-06-25 20:51:07,20,Sunday,2023-06,2023Q2,Bandra,DS_002,400050,R_027,155.0,0.0,0.0,0.68,536.52,97.48,12.35,True,Large,False,True,False,False,True
1437190,Zepto,Mumbai,58,882,6,1.8,6,Dairy,Debit Card,3,1,5,2023-06-25 22:11:14,22,Sunday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_241,26.6,270.31,30.6,0.62,546.84,38.25,4.34,False,Medium,False,True,False,False,False
1575544,Zepto,Mumbai,50,1252,9,9.1,14,Beverages,UPI,2,1,4,2023-06-25 23:38:02,23,Sunday,2023-06,2023Q2,Andheri,DS_001,400053,R_008,114.2,293.66,23.5,0.55,688.6,155.54,12.42,False,Large,True,True,False,False,True
1568893,Blinkit,Mumbai,25,471,21,14.8,18,Fruits & Vegetables,Debit Card,5,1,5,2023-06-26 10:21:16,10,Monday,2023-06,2023Q2,Colaba,DS_012,400005,R_277,182.6,158.54,33.7,0.68,320.28,-190.42,-40.43,False,Large,False,False,False,True,True
1522365,Zepto,Mumbai,40,561,8,5.5,9,Dairy,Debit Card,4,1,4,2023-06-26 11:52:39,11,Monday,2023-06,2023Q2,Powai,DS_003,400076,R_056,71.0,195.97,34.9,0.62,347.82,-53.79,-9.59,False,Large,False,True,False,True,True
1581421,Zepto,Mumbai,56,642,12,10.1,4,Beverages,Wallet,3,0,2,2023-06-26 13:01:47,13,Monday,2023-06,2023Q2,Powai,DS_003,400076,R_073,126.2,0.0,0.0,0.55,353.1,162.7,25.34,True,Medium,False,True,True,False,True
1695685,Blinkit,Mumbai,43,925,16,10.3,4,Personal Care,Credit Card,3,1,3,2023-06-26 13:04:03,13,Monday,2023-06,2023Q2,Andheri,DS_001,400053,R_011,128.6,158.33,17.1,0.38,351.5,286.57,30.98,True,Medium,False,False,False,False,True
1519680,Blinkit,Mumbai,18,170,14,1.4,11,Dairy,Debit Card,5,1,4,2023-06-26 13:11:09,13,Monday,2023-06,2023Q2,Chembur,DS_011,400071,R_263,21.8,28.56,16.8,0.62,105.4,14.24,8.38,True,Large,False,True,False,False,False
1346663,Zepto,Mumbai,28,987,7,4.2,19,Groceries,Credit Card,4,0,4,2023-06-26 13:54:31,13,Monday,2023-06,2023Q2,Andheri,DS_001,400053,R_008,55.4,0.0,0.0,0.65,641.55,290.05,29.39,True,Large,False,True,False,False,False
1416104,Zepto,Mumbai,57,463,7,4.4,2,Dairy,Cash on Delivery,5,1,3,2023-06-26 16:52:10,16,Monday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_245,57.8,162.0,35.0,0.62,287.06,-43.86,-9.47,False,Small,False,True,False,True,False
1458226,Blinkit,Mumbai,48,694,16,9.8,8,Household,Credit Card,4,0,4,2023-06-26 17:02:16,17,Monday,2023-06,2023Q2,Malad,DS_007,400064,R_154,122.6,0.0,0.0,0.45,312.3,259.1,37.33,False,Large,False,False,False,False,True
1447836,Blinkit,Mumbai,49,415,15,6.8,16,Household,UPI,4,0,4,2023-06-26 18:09:36,18,Monday,2023-06,2023Q2,Juhu,DS_009,400049,R_213,86.6,0.0,0.0,0.45,186.75,141.65,34.13,False,Large,False,True,False,False,True
1936869,Blinkit,Mumbai,22,714,13,5.5,12,Dairy,Debit Card,2,0,3,2023-06-26 19:01:35,19,Monday,2023-06,2023Q2,Andheri,DS_001,400053,R_017,71.0,0.0,0.0,0.62,442.68,200.32,28.06,True,Large,True,True,False,False,True
1318052,Zepto,Mumbai,43,1310,8,7.4,17,Household,Cash on Delivery,3,1,4,2023-06-26 19:19:19,19,Monday,2023-06,2023Q2,Chembur,DS_011,400071,R_274,93.8,175.14,13.4,0.45,589.5,451.56,34.47,True,Large,False,True,False,False,True
1559616,Zepto,Mumbai,50,775,11,12.3,17,Beverages,Cash on Delivery,5,0,5,2023-06-26 20:01:25,20,Monday,2023-06,2023Q2,Thane,DS_004,400601,R_089,152.6,0.0,0.0,0.55,426.25,196.15,25.31,True,Large,False,True,True,False,True
1084263,Zepto,Mumbai,56,867,16,14.4,15,Dairy,Cash on Delivery,2,0,4,2023-06-26 20:22:13,20,Monday,2023-06,2023Q2,Powai,DS_003,400076,R_061,177.8,0.0,0.0,0.62,537.54,151.66,17.49,True,Large,True,False,True,False,True
1178670,Blinkit,Mumbai,32,758,11,2.4,4,Dairy,Debit Card,2,0,3,2023-06-26 20:45:19,20,Monday,2023-06,2023Q2,Malad,DS_007,400064,R_163,33.8,0.0,0.0,0.62,469.96,254.24,33.54,True,Medium,True,True,True,False,False
1976981,Blinkit,Mumbai,33,233,18,8.5,13,Household,Credit Card,5,0,3,2023-06-26 21:03:35,21,Monday,2023-06,2023Q2,Borivali,DS_006,400066,R_142,107.0,0.0,0.0,0.45,104.85,21.15,9.08,True,Large,False,False,False,False,True
1618924,Zepto,Mumbai,34,422,10,8.5,9,Dairy,Debit Card,3,0,3,2023-06-26 21:52:56,21,Monday,2023-06,2023Q2,Bandra,DS_002,400050,R_029,107.0,0.0,0.0,0.62,261.64,53.36,12.64,True,Large,False,True,False,False,True
1455123,Zepto,Mumbai,44,1543,7,4.5,2,Snacks,UPI,3,1,4,2023-06-26 22:15:16,22,Monday,2023-06,2023Q2,Juhu,DS_009,400049,R_202,59.0,443.31,28.7,0.48,740.64,300.05,19.45,False,Small,False,True,False,False,False
1713566,Blinkit,Mumbai,18,50,16,4.7,16,Groceries,Cash on Delivery,2,1,3,2023-06-26 23:48:24,23,Monday,2023-06,2023Q2,Malad,DS_007,400064,R_158,61.4,12.93,25.9,0.65,32.5,-56.83,-113.66,False,Large,True,False,False,True,True
1731353,Blinkit,Mumbai,29,643,19,14.8,6,Fruits & Vegetables,Credit Card,5,1,4,2023-06-26 23:59:17,23,Monday,2023-06,2023Q2,Malad,DS_007,400064,R_175,182.6,224.19,34.9,0.68,437.24,-201.03,-31.26,False,Medium,False,False,False,True,True
1104573,Blinkit,Mumbai,35,50,11,2.2,6,Groceries,Wallet,2,0,4,2023-06-27 06:46:52,6,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_153,31.4,0.0,0.0,0.65,32.5,-13.9,-27.8,False,Medium,True,True,False,True,False
1449616,Blinkit,Mumbai,57,533,20,13.4,16,Snacks,Wallet,4,0,5,2023-06-27 09:02:56,9,Tuesday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_244,165.8,0.0,0.0,0.48,255.84,111.36,20.89,False,Large,False,False,False,False,True
1722431,Blinkit,Mumbai,43,326,12,2.8,11,Dairy,UPI,3,0,3,2023-06-27 11:19:58,11,Tuesday,2023-06,2023Q2,Borivali,DS_006,400066,R_134,38.6,0.0,0.0,0.62,202.12,85.28,26.16,False,Large,False,True,False,False,False
1781422,Blinkit,Mumbai,41,470,13,5.0,8,Dairy,Cash on Delivery,5,0,4,2023-06-27 11:24:03,11,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_152,65.0,0.0,0.0,0.62,291.4,113.6,24.17,False,Large,False,True,False,False,True
1543814,Zepto,Mumbai,30,678,12,11.2,5,Dairy,Cash on Delivery,5,0,4,2023-06-27 11:32:34,11,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_170,139.4,0.0,0.0,0.62,420.36,118.24,17.44,False,Medium,False,True,False,False,True
1387959,Blinkit,Mumbai,38,1463,16,5.4,16,Personal Care,Credit Card,4,1,3,2023-06-27 12:58:14,12,Tuesday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_234,69.8,493.33,33.7,0.38,555.94,343.93,23.51,True,Large,False,False,False,False,True
1090965,Zepto,Mumbai,18,698,8,5.1,16,Fruits & Vegetables,Credit Card,2,0,4,2023-06-27 13:10:13,13,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_005,66.2,0.0,0.0,0.68,474.64,157.16,22.52,True,Large,True,True,False,False,True
1268877,Zepto,Mumbai,24,723,13,13.4,1,Beverages,Cash on Delivery,5,1,3,2023-06-27 13:25:57,13,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_173,165.8,143.04,19.8,0.55,397.65,16.51,2.28,True,Small,False,True,False,False,True
1994493,Blinkit,Mumbai,24,695,17,6.6,9,Snacks,Wallet,4,0,3,2023-06-27 13:42:42,13,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_015,84.2,0.0,0.0,0.48,333.6,277.2,39.88,True,Large,False,False,False,False,True
1869370,Zepto,Mumbai,46,1048,11,10.0,19,Fruits & Vegetables,Cash on Delivery,2,0,3,2023-06-27 14:03:23,14,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_025,125.0,0.0,0.0,0.68,712.64,210.36,20.07,False,Large,True,True,False,False,True
1155072,Blinkit,Mumbai,18,50,16,9.2,16,Beverages,Debit Card,5,0,3,2023-06-27 14:30:08,14,Tuesday,2023-06,2023Q2,Thane,DS_004,400601,R_095,115.4,0.0,0.0,0.55,27.5,-92.9,-185.8,False,Large,False,False,False,True,True
1787920,Zepto,Mumbai,25,112,8,5.4,15,Groceries,UPI,3,0,4,2023-06-27 15:13:44,15,Tuesday,2023-06,2023Q2,Borivali,DS_006,400066,R_146,69.8,0.0,0.0,0.65,72.8,-30.6,-27.32,False,Large,False,True,False,True,True
1282801,Zepto,Mumbai,33,1022,13,14.5,8,Beverages,Debit Card,2,0,4,2023-06-27 15:36:27,15,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_011,179.0,0.0,0.0,0.55,562.1,280.9,27.49,False,Large,True,True,False,False,True
1517302,Blinkit,Mumbai,27,475,20,12.0,8,Personal Care,UPI,3,0,3,2023-06-27 17:58:14,17,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_022,149.0,0.0,0.0,0.38,180.5,145.5,30.63,False,Large,False,False,False,False,True
1886434,Blinkit,Mumbai,53,50,20,14.5,4,Snacks,Wallet,2,0,4,2023-06-27 19:02:10,19,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_016,179.0,0.0,0.0,0.48,24.0,-153.0,-306.0,True,Medium,True,False,True,True,True
1642513,Blinkit,Mumbai,39,212,13,3.8,13,Beverages,Credit Card,3,0,3,2023-06-27 19:16:37,19,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_166,50.6,0.0,0.0,0.55,116.6,44.8,21.13,True,Large,False,True,False,False,False
1052807,Zepto,Mumbai,29,50,16,14.7,17,Fruits & Vegetables,Credit Card,2,0,4,2023-06-27 19:29:58,19,Tuesday,2023-06,2023Q2,Powai,DS_003,400076,R_067,181.4,0.0,0.0,0.68,34.0,-165.4,-330.8,True,Large,True,False,False,True,True
1691150,Zepto,Mumbai,58,523,10,10.4,9,Personal Care,Wallet,5,1,3,2023-06-27 19:48:27,19,Tuesday,2023-06,2023Q2,Powai,DS_003,400076,R_065,129.8,34.76,6.6,0.38,198.74,159.7,30.54,True,Large,False,True,False,False,True
1385618,Blinkit,Mumbai,31,1249,18,14.0,10,Personal Care,Wallet,3,1,4,2023-06-27 20:07:46,20,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_153,173.0,245.13,19.6,0.38,474.62,356.25,28.52,True,Large,False,False,False,False,True
1924233,Blinkit,Mumbai,21,582,12,3.2,17,Snacks,Credit Card,4,0,3,2023-06-27 20:18:25,20,Tuesday,2023-06,2023Q2,Kurla,DS_005,400070,R_102,43.4,0.0,0.0,0.48,279.36,259.24,44.54,True,Large,False,True,False,False,False
1443048,Zepto,Mumbai,33,519,14,14.2,19,Fruits & Vegetables,Wallet,3,1,4,2023-06-27 20:23:39,20,Tuesday,2023-06,2023Q2,Kurla,DS_005,400070,R_123,175.4,39.49,7.6,0.68,352.92,-48.81,-9.4,True,Large,False,True,False,True,True
1821800,Blinkit,Mumbai,36,162,17,8.7,3,Fruits & Vegetables,UPI,3,1,5,2023-06-27 20:37:12,20,Tuesday,2023-06,2023Q2,Andheri,DS_001,400053,R_015,109.4,16.5,10.2,0.68,110.16,-74.06,-45.72,True,Small,False,False,False,True,True
1229635,Zepto,Mumbai,34,803,12,12.0,5,Dairy,Cash on Delivery,4,0,5,2023-06-27 20:37:35,20,Tuesday,2023-06,2023Q2,Dadar,DS_008,400014,R_194,149.0,0.0,0.0,0.62,497.86,156.14,19.44,True,Medium,False,True,False,False,True
1446060,Zepto,Mumbai,21,50,12,8.9,11,Household,Credit Card,5,0,4,2023-06-27 20:45:34,20,Tuesday,2023-06,2023Q2,Malad,DS_007,400064,R_151,111.8,0.0,0.0,0.45,22.5,-84.3,-168.6,True,Large,False,True,False,True,True
1523156,Blinkit,Mumbai,35,909,14,6.8,10,Dairy,Credit Card,2,1,4,2023-06-27 20:50:04,20,Tuesday,2023-06,2023Q2,Kurla,DS_005,400070,R_101,86.6,173.28,19.1,0.62,563.58,85.54,9.41,True,Large,True,True,False,False,True
1933155,Zepto,Mumbai,31,418,13,10.7,17,Personal Care,Debit Card,3,0,3,2023-06-27 21:28:46,21,Tuesday,2023-06,2023Q2,Juhu,DS_009,400049,R_221,133.4,0.0,0.0,0.38,158.84,125.76,30.09,True,Large,False,True,False,False,True
1470823,Blinkit,Mumbai,20,1232,18,8.3,1,Snacks,UPI,5,1,4,2023-06-27 21:36:38,21,Tuesday,2023-06,2023Q2,Powai,DS_003,400076,R_069,104.6,72.08,5.9,0.48,591.36,463.96,37.66,True,Small,False,False,False,False,True
1085730,Zepto,Mumbai,21,1168,14,13.0,9,Household,Cash on Delivery,2,0,3,2023-06-27 22:11:15,22,Tuesday,2023-06,2023Q2,Dadar,DS_008,400014,R_199,161.0,0.0,0.0,0.45,525.6,481.4,41.22,False,Large,True,True,False,False,True
1736544,Zepto,Mumbai,24,1537,8,4.6,19,Fruits & Vegetables,Credit Card,3,1,3,2023-06-27 22:22:23,22,Tuesday,2023-06,2023Q2,Juhu,DS_009,400049,R_221,60.2,331.2,21.5,0.68,1045.16,100.44,6.53,False,Large,False,True,False,False,True
1259014,Blinkit,Mumbai,52,50,17,10.8,14,Household,Cash on Delivery,5,1,4,2023-06-27 22:32:10,22,Tuesday,2023-06,2023Q2,Powai,DS_003,400076,R_051,134.6,14.23,28.5,0.45,22.5,-121.33,-242.66,False,Large,False,False,False,True,True
1974662,Blinkit,Mumbai,31,422,14,2.6,10,Snacks,Cash on Delivery,4,0,4,2023-06-27 23:57:16,23,Tuesday,2023-06,2023Q2,Borivali,DS_006,400066,R_147,36.2,0.0,0.0,0.48,202.56,183.24,43.42,False,Large,False,True,False,False,False
1122574,Zepto,Mumbai,22,79,14,11.0,16,Fruits & Vegetables,UPI,3,0,3,2023-06-28 00:29:07,0,Wednesday,2023-06,2023Q2,Thane,DS_004,400601,R_091,137.0,0.0,0.0,0.68,53.72,-111.72,-141.42,False,Large,False,True,False,True,True
1503724,Blinkit,Mumbai,58,385,19,10.0,5,Snacks,Debit Card,3,1,4,2023-06-28 01:00:18,1,Wednesday,2023-06,2023Q2,Dadar,DS_008,400014,R_193,125.0,55.27,14.4,0.48,184.8,19.93,5.18,False,Medium,False,False,False,False,True
1437816,Blinkit,Mumbai,24,1258,20,12.4,15,Beverages,Wallet,4,1,5,2023-06-28 02:04:36,2,Wednesday,2023-06,2023Q2,Thane,DS_004,400601,R_083,153.8,282.81,22.5,0.55,691.9,129.49,10.29,False,Large,False,False,False,False,True
1217495,Blinkit,Mumbai,40,920,14,5.0,6,Household,Debit Card,5,0,4,2023-06-28 09:14:56,9,Wednesday,2023-06,2023Q2,Colaba,DS_012,400005,R_297,65.0,0.0,0.0,0.45,414.0,441.0,47.93,False,Medium,False,True,False,False,True
1339447,Blinkit,Mumbai,24,411,17,8.8,12,Snacks,Debit Card,5,0,3,2023-06-28 10:59:33,10,Wednesday,2023-06,2023Q2,Powai,DS_003,400076,R_051,110.6,0.0,0.0,0.48,197.28,103.12,25.09,False,Large,False,False,False,False,True
1658635,Zepto,Mumbai,30,670,9,6.2,17,Personal Care,UPI,3,0,5,2023-06-28 11:13:19,11,Wednesday,2023-06,2023Q2,Kurla,DS_005,400070,R_107,79.4,0.0,0.0,0.38,254.6,336.0,50.15,False,Large,False,True,False,False,True
1488264,Zepto,Mumbai,20,866,8,4.0,9,Household,Wallet,4,0,4,2023-06-28 11:34:22,11,Wednesday,2023-06,2023Q2,Andheri,DS_001,400053,R_003,53.0,0.0,0.0,0.45,389.7,423.3,48.88,False,Large,False,True,False,False,False
1963798,Blinkit,Mumbai,30,829,18,9.0,12,Dairy,Credit Card,2,1,5,2023-06-28 12:18:54,12,Wednesday,2023-06,2023Q2,Navi Mumbai,DS_010,400703,R_246,113.0,53.75,6.5,0.62,513.98,148.27,17.89,True,Large,True,False,True,False,True
1083217,Zepto,Mumbai,27,50,11,9.1,5,Fruits & Vegetables,Wallet,3,1,4,2023-06-28 14:01:25,14,Wednesday,2023-06,2023Q2,Andheri,DS_001,400053,R_001,114.2,15.22,30.4,0.68,34.0,-113.42,-226.84,False,Medium,False,True,False,True,True
1087408,Zepto,Mumbai,40,712,15,14.3,9,Dairy,Wallet,5,0,4,2023-06-28 15:45:35,15,Wednesday,2023-06,2023Q2,Chembur,DS_011,400071,R_263,176.6,0.0,0.0,0.62,441.44,93.96,13.2,False,Large,False,True,False,False,True
1699165,Blinkit,Mumbai,24,1307,18,8.4,4,Household,Wallet,5,0,3,2023-06-28 16:40:42,16,Wednesday,2023-06,2023Q2,Dadar,DS_008,400014,R_200,105.8,0.0,0.0,0.45,588.15,613.05,46.91,False,Medium,False,False,False,False,True
1804194,Blinkit,Mumbai,46,425,20,12.5,4,Beverages,UPI,3,0,5,2023-06-28 17:48:48,17,Wednesday,2023-06,2023Q2,Kurla,DS_005,400070,R_113,155.0,0.0,0.0,0.55,233.75,36.25,8.53,False,Medium,False,False,False,False,True
1100066,Blinkit,Mumbai,57,500,18,9.4,2,Groceries,Debit Card,5,1,4,2023-06-28 18:55:02,18,Wednesday,2023-06,2023Q2,Dadar,DS_008,400014,R_192,117.8,27.61,5.5,0.65,325.0,29.59,5.92,False,Small,False,False,False,False,True
1012511,Blinkit,Mumbai,54,1086,14,7.2,12,Fruits & Vegetables,Wallet,3,1,4,2023-06-28 19:39:36,19,Wednesday,2023-06,2023Q2,Powai,DS_003,400076,R_073,91.4,132.22,12.2,0.68,738.48,123.9,11.41,True,Large,False,True,False,False,True
